respuesta,emocion,pregunta
"Mi primer meta fue poder estudiar la licenciatura en la universidad que fue siempre mi primera opción, fue uno de los mejores días de mi vida, ya que la verdad sentía que no iba lograr alcanzar algún cupo dentro de la BUAP, desde ese día siempre me he propuesto a ser mejor que el que era ayer.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Claro, recuerdo cuando logré entrenar un modelo TTS con mi voz, fue un desafío aprender varias tecnologías simultáneamente, por momentos sentía frustración por no obtener el resultado que quería pero cuando lo logré tuvo un impacto muy positivo, recuerdo que estuve entusiasmado eh inspirado no solo en los temas que necesitaba para este proyecto sino que también me mantuvo motivado en las materias de la universidad. Incluso podría decir que mi estados de ánimo siempre se mantuvo fuerte.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Fue una gran experiencia el viajar a Europa, pues conocí muchos países hermosos y fue muy divertido. Esto tuvo un impacto positivo en mi vida, pues me hizo darme cuenta de que quiero viajar por todo el mundo acompañado de gente a la que quiero",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Pues creo que sin duda fue el ser aceptada en la universidad porque para esto yo ya había estado en la otra universidad y en la anterior universidad sentí que el examen fue muy fácil al igual que al ingresar a BUAP ENTONCES COMO IBA A RETOMAR MIS ESTUDIOS PORQUE EN LA ANTERIOR UNIVERSIDAD ME DIERON DE BAJA POR REPROBAR UNA MATERIA EL VOLVER A ENTRAR A LA BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA FUE LO MÁXIMO PARA MÍ ME SENTÍ MUY BIEN PORQUE ME GUSTA MUCHO MI CARRERA EN LA ANTERIOR UNIVERSIDAD TAMBIÉN ESTABA ESTUDIANDO LO MISMO ME GUSTA DEMASIADO Y EL VOLVER A ENTRAR EL SER ACEPTADA FUE ALGO INCREÍBLE PARA MÍ ME EMOCIONA MUCHÍSIMO PORQUE YA ESTOY A PUNTO DE TERMINARLA Y ESO ES ALGO QUE QUE REALMENTE DESEO Y ESPERO CON ANSIAS CULMINARLA Y PUES ENTRAR A TRABAJAR EN LO QUE ME GUSTA.,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Impactante y sorpresiva, el impacto que tuvo en mi vida fue tener la posibilidad de estudiar una carrera",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Se sentia un poco irreal una plenitud muy grande y felicidad me hizo darme cuenta que si podria lograr lo que me propusiera,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Sentía un tranquilidad enorme, como un peso menos de encima, y ahorita es para bien ese logro",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Cuando me pagaron por hacer mi primera pagina web. Me motivo para aprender mas tecnologías.,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"La experiencia fue realmente satisfactoria, el hecho de ver que mi esfuerzo y dedicación tuvieron un resultado positivo me ha llevado a permanecer en otras situaciones que son difíciles pero que se que al final me llevaran a lograr un objetivo sin importar si al final hay éxito o no.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Realmente deseaba entrar a la universidad en el primer intento. Me puse muy nerviosa al saber que muy pocos aspirantes entraban cada semestre. El día que entregaban resultados yo tenía un vuelo, entonces estuve todo el trayecto pensando en cuál sería mi resultado, pensando que al aterrizar sabría como serían mis siguientes 6 meses (al menos). El punto es que aterrizamos, yo enseguida me metí a revisar mi plataforma y me di cuenta que era aspirante seleccionado. Lloré de la emoción, porque me daba tantos nervios no entrar. Voltee a ver a mi mamá, que estaba algunas filas de asientos detrás de mí y le hice señas de que sí había entrado. A ella también se le humedecieron los ojos. Siempre me acuerdo de ese día con mucha emoción, recuerdo la sensación de que toda la preocupación y el nerviosismo se desvanecía. Tuvo un gran impacto, porque el entrar significó mudarme de estado, dejar de vivir con mis papás, vivir con roomates, aprender a estar sola, entrar a la carrera que quería, y muchas cosas más.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Logré pasar una materia de probabilidad y estadística que calificaba con 100% exámenes , los exámenes eran demasiado difíciles y 2 reprobé y 2 saque 8 , necesitaba mínimo un 6 para pasar y la calificación tardo 1 mes en llegar y saque justo 6 después de estudiar tanto para ese examen y el miedo a reprobar , desde entonces tuve más confianza en mi mismo ya que si logré algo que casi nadie pudo significaba que podía hacer cosas increíbles",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Fue bastante agradable, me motivó a seguir adelante cumpliendo distintas metas",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Emocionante, saber que todo el esfuerzo valió la pena me ayudó a reconocer que soy una persona capaz de cumplir sus metas.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
El estado de euforia que me provocó hizo que existiera mucho orden en mi cabeza y se esclarecieran mis objetivos. Además de que brota demasiada energía de la usualmente tengo por ello me hace muy feliz.,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Fue muy emocionante, y empecé a tener un rumbo en la vida",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"La experiencia fue increíble pues el suceso lo creía muy poco probable; sin embargo, haberlo conseguido fue un escalón hacia arriba para encaminar lo que sería mi futuro.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Fue un poco cansado y en ocasiones estresante, pero al final hubo satisfacción y orgullo.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Ganar un primer lugar en un torneo de básquet, tuvo un impacto positivo debido a que a partir de ahí comencé a esforzarme por cada cosa que quería lograr",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Me sentí increíble, y muy feliz ya qué fue de mucha ayuda lo que logré obtener tanto para mi como paga mi familia.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Mi experiencia fue que senti emocionada, realmente no podia contenter la felicidad al recibir esa noticia, porque la andaba esperando con ansias que se cumpliera. en cuanto al impacto es que fue bastante grande, porque me supuso un cambio en mi vida diaria, como lo son mis habitos, hobby's, etc.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Fue cuando quede en la selección de ajedrez en la preparatoria, al inicio sentía miedo por no ser seleccionado aun así di lo mejor de mi.
Cuando llegaron los resultados sentía demasiada ansiedad y angustia por querer quedar, cuando vi mi nombre en las listas sentí un golpe de felicidad que casi grito.
Gracias a eso pude mejorar mi habilidad en el ajedrez y encontrar nuevas amistades",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Ganar un torneo y fue una sensación de felicidad y satisfacción muy fuerte,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Pues fue cuando estudie demasiado para el examen de la universidad y logré pasar el examen y fue un felicidad que no olvidaré,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Lo primero que sentí fue una gran euforia pero al mismo tiempo incredulidad por haber logrado lo que tanto tiempo me llevó construir, por lo que impactó de manera positiva en mi vida, ya que me abrió un panorama que desconocía, además de hacer que también influyera en mi personalidad.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Entrar a la universidad de nuevo, a pesar de que me habia preparado desde medio año antes y fui muy diciplinado, porque sabia que mi objetivo era entrar de nuevo a una carrera universitaria, los nervios un dia anterior del examen, no me dejaron dormir nada y senti que en el examen me habia ido terrible, pensamientos de que no lo iba a pasar siempre estaban presentes en mi mente. Hasta el dia que dieron los resultados y vi que habia ido muy bien en el examen, fue un sentimiento de felicidad, tranquilidad, paz y muchos otros por lo que habia logrado.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Feliz, por un momento me senti capaz e inteligente",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Me sentí muy feliz, pero fue algo temporal que no tuvo repercusión en mi vida, quizás solo experiencia de lo sucedido",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Genial,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
muy feliz y emocionado,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"No fue una emoción intensa, me sentí normal al obtener un mérito academico en la secundaria, n obtuvo un impacto porque no demostre mucha importancia",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Efímera ,disfrute más el recuerdo que el momento ,no supe vivirlo solo esperaba hacer lo otro",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Recuerdo que deseaba mucho ser instructora en Tecnolochicas , el momento en que me dijeron que lo había logrado, fue una felicidad enorme , me sentí orgullosa de mi misma y el impacto en mi vida fue que me atreví a hacer muchas más cosas , me brindó mucha autoestima",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
Fue muy bonito,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"Fue agradable, eso determinó en donde estoy ahora.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"no podía creerlo y tenía mucha felicidad, me sentía eufórica",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
"La experiencia fue muy agradable, impactó positivamente en mi vida, fue un cambio total, ya que me mudé de Ciudad, conocí nuevas personas, lugares, logré ser independiente y cuidarme a mi misma. Una experiencia que volvería hacer y que disfrutaría demasiado nuevamente en otra ciudad o país.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
El dia que entré a la universidad definitivamente me ha brindado más oportunidades de las que esperaba y me encuentro satisfecho con el curso de mis decisione y acciones a lo largo de mi carrera académica.,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? 
