respuesta,emocion,pregunta,tokens,lemmas,texto_final
Cuando entré a la universidad. Sentí Un golpe de paz y sensación de plenitud. Pero después sentí que ese no podía ser mi tope y debía ir por más. Fue un cambio radical en mi vida,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['cuando', 'entré', 'universidad', 'sentí', 'golpe', 'paz', 'sensación', 'plenitud', 'después', 'sentí', 'podía', 'ser', 'tope', 'debía', 'cambio', 'radical', 'vida']","['cuando', 'entré', 'universidad', 'sentir', 'golpe', 'paz', 'sensación', 'plenitud', 'después', 'sentir', 'poder', 'ser', 'tope', 'deber', 'cambio', 'radical', 'vido']",cuando entré universidad sentir golpe paz sensación plenitud después sentir poder ser tope deber cambio radical vido
"Cuando fui a competir a Costa Rica en una competencia internacional de gimnasia artística varonil, y obtuve el primer lugar en el all around. Esta experiencia fue muy satisfactoria y me dio mucha alegría porque fue el fruto de todo mi esfuerzo deportivo, al igual que el apoyo que tuve de mucha gente sentí que valió la pena.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['cuando', 'competir', 'costa', 'rica', 'competencia', 'internacional', 'gimnasia', 'artística', 'varonil', 'obtuve', 'primer', 'lugar', 'all', 'around', 'experiencia', 'muy', 'satisfactoria', 'dio', 'mucha', 'alegría', 'porque', 'fruto', 'esfuerzo', 'deportivo', 'igual', 'apoyo', 'mucha', 'gente', 'sentí', 'valió', 'pena']","['cuando', 'competir', 'costa', 'rico', 'competencia', 'internacional', 'gimnasia', 'artístico', 'varonil', 'obtuve', 'primero', 'lugar', 'all', 'around', 'experiencia', 'mucho', 'satisfactorio', 'dar', 'mucho', 'alegría', 'porque', 'fruto', 'esfuerzo', 'deportivo', 'igual', 'apoyo', 'mucho', 'gente', 'sentir', 'valer', 'pena']",cuando competir costa rico competencia internacional gimnasia artístico varonil obtuve primero lugar all around experiencia mucho satisfactorio dar mucho alegría porque fruto esfuerzo deportivo igual apoyo mucho gente sentir valer pena
fue agradable ver que el entrenamiento de todo el año rindió frutos al conseguir un campeonato tan importante pero fue al momento,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['agradable', 'ver', 'entrenamiento', 'año', 'rindió', 'frutos', 'conseguir', 'campeonato', 'tan', 'importante', 'momento']","['agradable', 'ver', 'entrenamiento', 'año', 'rendir', 'fruto', 'conseguir', 'campeonato', 'tanto', 'importante', 'momento']",agradable ver entrenamiento año rendir fruto conseguir campeonato tanto importante momento
Las pocas cosas que realmente deseo son más a largo plazo entonces... Supongo que los factores o situaciones que he logrado para acercarme a esos deseos me han animado a seguir adelante tanto en la vida como en la continuidad de esos deseos,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['pocas', 'cosas', 'realmente', 'deseo', 'largo', 'plazo', 'entonces', 'supongo', 'factores', 'situaciones', 'logrado', 'acercarme', 'deseos', 'animado', 'seguir', 'adelante', 'vida', 'continuidad', 'deseos']","['poco', 'cosa', 'realmente', 'desear', 'largo', 'plazo', 'entonces', 'suponer', 'factor', 'situación', 'logrado', 'acercar yo', 'deseo', 'animado', 'seguir', 'adelante', 'vida', 'continuidad', 'deseo']",poco cosa realmente desear largo plazo entonces suponer factor situación logrado acercar yo deseo animado seguir adelante vida continuidad deseo
"Fue muy gratificante, me hizo entender que con esfuerzo y dedicación puedo lograr mis objetivos y que definitivamente es algo que quiero hacer constantemente.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['muy', 'gratificante', 'hizo', 'entender', 'esfuerzo', 'dedicación', 'puedo', 'lograr', 'objetivos', 'definitivamente', 'quiero', 'hacer', 'constantemente']","['mucho', 'gratificante', 'hacer', 'entender', 'esfuerzo', 'dedicación', 'poder', 'lograr', 'objetivo', 'definitivamente', 'querer', 'hacer', 'constantemente']",mucho gratificante hacer entender esfuerzo dedicación poder lograr objetivo definitivamente querer hacer constantemente
"Fue fantástico, múltiples sensaciones: felicidad, sosiego, autorrealización y paz. Podría decir que ha definido mi persona para mejor al saber que puedo alcanzar grandes cosas",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['fantástico', 'múltiples', 'sensaciones', 'felicidad', 'sosiego', 'autorrealización', 'paz', 'podría', 'decir', 'definido', 'persona', 'mejor', 'saber', 'puedo', 'alcanzar', 'grandes', 'cosas']","['fantástico', 'múltiple', 'sensación', 'felicidad', 'sosiego', 'autorrealización', 'paz', 'poder', 'decir', 'definido', 'persona', 'mejor', 'saber', 'poder', 'alcanzar', 'grande', 'cosa']",fantástico múltiple sensación felicidad sosiego autorrealización paz poder decir definido persona mejor saber poder alcanzar grande cosa
Positivamente,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,['positivamente'],['positivamente'],positivamente
Al principio sentía satisfacción pero casi siempre se me quitaba al momento,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['principio', 'sentía', 'satisfacción', 'casi', 'siempre', 'quitaba', 'momento']","['principio', 'sentir', 'satisfacción', 'casi', 'siempre', 'quitar', 'momento']",principio sentir satisfacción casi siempre quitar momento
Buena satisfacción y experiencia,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['buena', 'satisfacción', 'experiencia']","['buen', 'satisfacción', 'experiencia']",buen satisfacción experiencia
"Lograr entrar a la universidad fue una experiencia bastante satisfactoria, cuando me dieron la noticia me sentí feliz y aliviado, sin embargo esto también implicó un cambio en mi estilo de vida, tuve que irme de mi lugar de origen, ir a estudiar en otra ciudad, en otra estado de la Republica, en un lugar que no conocía y por primera vez en mi vida, vivir solo.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['lograr', 'entrar', 'universidad', 'experiencia', 'bastante', 'satisfactoria', 'cuando', 'dieron', 'noticia', 'sentí', 'feliz', 'aliviado', 'sin', 'embargo', 'implicó', 'cambio', 'estilo', 'vida', 'irme', 'lugar', 'origen', 'estudiar', 'ciudad', 'republica', 'lugar', 'conocía', 'primera', 'vez', 'vida', 'vivir', 'solo']","['lograr', 'entrar', 'universidad', 'experiencia', 'bastante', 'satisfactorio', 'cuando', 'dar', 'noticia', 'sentir', 'feliz', 'aliviado', 'sin', 'embargo', 'implicar', 'cambio', 'estilo', 'vida', 'irme', 'lugar', 'origen', 'estudiar', 'ciudad', 'republico', 'lugar', 'conocer', 'primero', 'vez', 'vidar', 'vivir', 'solo']",lograr entrar universidad experiencia bastante satisfactorio cuando dar noticia sentir feliz aliviado sin embargo implicar cambio estilo vida irme lugar origen estudiar ciudad republico lugar conocer primero vez vidar vivir solo
"Obviamente impactó de manera positiva, ya que conseguir algo que deseas siempre resulta satisfactorio",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['obviamente', 'impactó', 'manera', 'positiva', 'conseguir', 'deseas', 'siempre', 'resulta', 'satisfactorio']","['obviamente', 'impactar', 'manera', 'positivo', 'conseguir', 'desea', 'siempre', 'resultar', 'satisfactorio']",obviamente impactar manera positivo conseguir desea siempre resultar satisfactorio
"El momento en el que tuve mi primera computadora era algo que realmente deseaba , porque durante mi vida academica , específicamente entre segundo de secundaria hasta 3° de bachillerato el tema con las computadoras y tecnología me llamaban la atención y me gustaba esas materias que relacionaba esas cosas de mi interés , entonces cuando entre ala universidad por cuestiones económicas no podía tener una computadora,fue que después comenzé a trabajar y con ayuda de mi papá pude tener esa primer computadora,la experiencia en lo personal fue entender cómo todo el trabajo que haces para conseguir las cosas valió la pena ,el impacto fue emotivo más que nada porque mi papá fue mi principal apoyo ,ya que había ocasiones en las que sentía que no lo iba a lograr , porque también había gastos en casa y bueno ,al final se logró y es algo que no olvidó , porque aprendí mucho y hasta la fecha es como mi tesoro más preciado esa computadora .",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['momento', 'primera', 'computadora', 'realmente', 'deseaba', 'porque', 'vida', 'academica', 'específicamente', 'segundo', 'secundaria', 'bachillerato', 'tema', 'computadoras', 'tecnología', 'llamaban', 'atención', 'gustaba', 'materias', 'relacionaba', 'cosas', 'interés', 'entonces', 'cuando', 'ala', 'universidad', 'cuestiones', 'económicas', 'podía', 'tener', 'computadorafue', 'después', 'comenzé', 'trabajar', 'ayuda', 'papá', 'pude', 'tener', 'primer', 'computadorala', 'experiencia', 'personal', 'entender', 'cómo', 'trabajo', 'haces', 'conseguir', 'cosas', 'valió', 'pena', 'impacto', 'emotivo', 'nada', 'porque', 'papá', 'principal', 'apoyo', 'ocasiones', 'sentía', 'iba', 'lograr', 'porque', 'gastos', 'casa', 'bueno', 'final', 'logró', 'olvidó', 'porque', 'aprendí', 'mucho', 'fecha', 'tesoro', 'preciado', 'computadora']","['momento', 'primero', 'computadora', 'realmente', 'desear', 'porque', 'vida', 'academicar', 'específicamente', 'segundo', 'secundario', 'bachillerato', 'tema', 'computadora', 'tecnología', 'llamar', 'atención', 'gustar', 'materia', 'relacionar', 'cosa', 'interés', 'entonces', 'cuando', 'alar', 'universidad', 'cuestión', 'económico', 'poder', 'tener', 'computadoraser', 'después', 'comenzé', 'trabajar', 'ayuda', 'papá', 'poder', 'tener', 'primero', 'computadoralo', 'experiencia', 'personal', 'entender', 'cómo', 'trabajo', 'hacer', 'conseguir', 'cosa', 'valer', 'pena', 'impacto', 'emotivo', 'nada', 'porque', 'papá', 'principal', 'apoyo', 'ocasión', 'sentir', 'ir', 'lograr', 'porque', 'gasto', 'casar', 'bueno', 'final', 'lograr', 'olvidar', 'porque', 'aprender', 'mucho', 'fecha', 'tesoro', 'preciado', 'computadora']",momento primero computadora realmente desear porque vida academicar específicamente segundo secundario bachillerato tema computadora tecnología llamar atención gustar materia relacionar cosa interés entonces cuando alar universidad cuestión económico poder tener computadoraser después comenzé trabajar ayuda papá poder tener primero computadoralo experiencia personal entender cómo trabajo hacer conseguir cosa valer pena impacto emotivo nada porque papá principal apoyo ocasión sentir ir lograr porque gasto casar bueno final lograr olvidar porque aprender mucho fecha tesoro preciado computadora
"sí, fue una experiencia de satisfacción muy grande y de orgullo, desde ahí cada cosa que me propongo la trato de cumplir porque tengo la confianza de que lo lograré",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['experiencia', 'satisfacción', 'muy', 'grande', 'orgullo', 'ahí', 'cada', 'cosa', 'propongo', 'trato', 'cumplir', 'porque', 'confianza', 'lograré']","['experiencia', 'satisfacción', 'mucho', 'grande', 'orgullo', 'ahí', 'cada', 'cosa', 'propongo', 'tratar', 'cumplir', 'porque', 'confianza', 'lograr']",experiencia satisfacción mucho grande orgullo ahí cada cosa propongo tratar cumplir porque confianza lograr
Fue una experiencia que me brindó felicidad y que me me planteó el que puedo lograr mis objetivos,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['experiencia', 'brindó', 'felicidad', 'planteó', 'puedo', 'lograr', 'objetivos']","['experiencia', 'brindar', 'felicidad', 'plantear', 'poder', 'lograr', 'objetivo']",experiencia brindar felicidad plantear poder lograr objetivo
Me sentí feliz ya que fue algo que me ayudó a esforzarme para poder conseguir todo lo que me proponga.,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['sentí', 'feliz', 'ayudó', 'esforzarme', 'poder', 'conseguir', 'proponga']","['sentir', 'feliz', 'ayudar', 'esforzarme', 'poder', 'conseguir', 'proponer']",sentir feliz ayudar esforzarme poder conseguir proponer
Es una sensación de felicidad porque es algo que te ha costado trabajo lograr.,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['sensación', 'felicidad', 'porque', 'costado', 'trabajo', 'lograr']","['sensación', 'felicidad', 'porque', 'costado', 'trabajo', 'lograr']",sensación felicidad porque costado trabajo lograr
"Fue una experiencia buena, que me hizo sentirme bien con migo mismo",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['experiencia', 'buena', 'hizo', 'sentirme', 'bien', 'migo', 'mismo']","['experiencia', 'buen', 'hacer', 'sentir yo', 'bien', 'miguir', 'mismo']",experiencia buen hacer sentir yo bien miguir mismo
"Entrar a la uni quizá, mucha felicidad, nerviosismo y a la vez tranquilidad, de lograr algo por lo que me esforcé tanto y deseaba tanto. Tuvo un gran impacto ya que es la forma en que me estoy preparando para lograr otros objetivos.",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['entrar', 'uni', 'quizá', 'mucha', 'felicidad', 'nerviosismo', 'vez', 'tranquilidad', 'lograr', 'esforcé', 'deseaba', 'gran', 'impacto', 'forma', 'preparando', 'lograr', 'objetivos']","['entrar', 'uni', 'quizá', 'mucho', 'felicidad', 'nerviosismo', 'vez', 'tranquilidad', 'lograr', 'esforcé', 'desear', 'gran', 'impacto', 'formar', 'preparar', 'lograr', 'objetivo']",entrar uni quizá mucho felicidad nerviosismo vez tranquilidad lograr esforcé desear gran impacto formar preparar lograr objetivo
"Sentí una especie de sensación de alivio, como si fuera un pendiente menos y a la vez felicidad",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['sentí', 'especie', 'sensación', 'alivio', 'pendiente', 'menos', 'vez', 'felicidad']","['sentir', 'especie', 'sensación', 'alivio', 'pendiente', 'menos', 'vez', 'felicidad']",sentir especie sensación alivio pendiente menos vez felicidad
Fui muy feliz y me sentí orgullosa,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['muy', 'feliz', 'sentí', 'orgullosa']","['mucho', 'feliz', 'sentí', 'orgulloso']",mucho feliz sentí orgulloso
"Senti como toda la presion desaparecia, me senti muy feliz y con una sensacion de ir a por mas",Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['senti', 'toda', 'presion', 'desaparecia', 'senti', 'muy', 'feliz', 'sensacion', 'mas']","['senti', 'todo', 'presion', 'desaparecia', 'senti', 'mucho', 'feliz', 'sensacion', 'mas']",senti todo presion desaparecia senti mucho feliz sensacion mas
Me sentí completo pero a la vez ambicioso por conseguir cada vez mas,Felicidad,1.  Recuerda un momento en el que lograste algo que realmente deseabas. ¿Cómo fue la experiencia y qué impacto tuvo en tu vida? ,"['sentí', 'completo', 'vez', 'ambicioso', 'conseguir', 'cada', 'vez', 'mas']","['sentir', 'completo', 'vez', 'ambicioso', 'conseguir', 'cada', 'vez', 'mas']",sentir completo vez ambicioso conseguir cada vez mas
